,location,trap_type,count,year,doy
371,Hammonton D-2,Pheromone,0,2013,270
372,Hammonton D-2,Pheromone,0,2013,271
373,Hammonton D-2,Pheromone,1,2013,272
374,Hammonton D-2,Pheromone,0,2013,273
375,Hammonton D-2,Pheromone,0,2013,274
376,Hammonton D-2,Pheromone,0,2013,275
377,Pedricktown,Pheromone,1,2013,150
378,Pedricktown,Pheromone,1,2013,151
379,Pedricktown,Pheromone,1,2013,152
380,Pedricktown,Pheromone,2,2013,153
381,Pedricktown,Pheromone,2,2013,154
382,Pedricktown,Pheromone,2,2013,155
383,Pedricktown,Pheromone,2,2013,156
384,Pedricktown,Pheromone,3,2013,157
385,Pedricktown,Pheromone,2,2013,158
386,Pedricktown,Pheromone,2,2013,159
387,Pedricktown,Pheromone,2,2013,160
388,Pedricktown,Pheromone,2,2013,161
389,Pedricktown,Pheromone,2,2013,162
390,Pedricktown,Pheromone,3,2013,163
391,Pedricktown,Pheromone,1,2013,164
392,Pedricktown,Pheromone,2,2013,165
393,Pedricktown,Pheromone,2,2013,166
394,Pedricktown,Pheromone,2,2013,167
395,Pedricktown,Pheromone,7,2013,168
396,Pedricktown,Pheromone,8,2013,169
397,Pedricktown,Pheromone,8,2013,170
398,Pedricktown,Pheromone,2,2013,171
399,Pedricktown,Pheromone,3,2013,172
400,Pedricktown,Pheromone,3,2013,173
401,Pedricktown,Pheromone,3,2013,174
402,Pedricktown,Pheromone,4,2013,175
403,Pedricktown,Pheromone,4,2013,176
404,Pedricktown,Pheromone,5,2013,177
405,Pedricktown,Pheromone,0,2013,178
406,Pedricktown,Pheromone,1,2013,179
407,Pedricktown,Pheromone,0,2013,180
408,Pedricktown,Pheromone,0,2013,181
409,Pedricktown,Pheromone,1,2013,182
410,Pedricktown,Pheromone,0,2013,183
411,Pedricktown,Pheromone,0,2013,184
412,Pedricktown,Pheromone,0,2013,185
413,Pedricktown,Pheromone,0,2013,186
414,Pedricktown,Pheromone,0,2013,187
415,Pedricktown,Pheromone,1,2013,188
416,Pedricktown,Pheromone,0,2013,189
417,Pedricktown,Pheromone,0,2013,190
418,Pedricktown,Pheromone,1,2013,191
419,Pedricktown,Pheromone,1,2013,192
420,Pedricktown,Pheromone,1,2013,193
421,Pedricktown,Pheromone,1,2013,194
422,Pedricktown,Pheromone,1,2013,195
423,Pedricktown,Pheromone,1,2013,196
424,Pedricktown,Pheromone,1,2013,197
425,Pedricktown,Pheromone,2,2013,198
426,Pedricktown,Pheromone,7,2013,199
427,Pedricktown,Pheromone,7,2013,200
428,Pedricktown,Pheromone,7,2013,201
429,Pedricktown,Pheromone,7,2013,202
430,Pedricktown,Pheromone,4,2013,203
431,Pedricktown,Pheromone,4,2013,204
432,Pedricktown,Pheromone,4,2013,205
433,Green Creek,Pheromone,1,2013,155
434,Green Creek,Pheromone,2,2013,156
435,Green Creek,Pheromone,2,2013,157
436,Green Creek,Pheromone,1,2013,158
437,Green Creek,Pheromone,1,2013,159
438,Green Creek,Pheromone,1,2013,160
439,Green Creek,Pheromone,2,2013,161
440,Green Creek,Pheromone,1,2013,162
441,Green Creek,Pheromone,1,2013,163
442,Green Creek,Pheromone,1,2013,164
443,Green Creek,Pheromone,0,2013,165
444,Green Creek,Pheromone,0,2013,166
445,Green Creek,Pheromone,1,2013,167
446,Green Creek,Pheromone,1,2013,168
447,Green Creek,Pheromone,0,2013,169
448,Green Creek,Pheromone,1,2013,170
449,Green Creek,Pheromone,1,2013,171
450,Green Creek,Pheromone,0,2013,172
451,Green Creek,Pheromone,0,2013,173
452,Green Creek,Pheromone,0,2013,174
453,Green Creek,Pheromone,0,2013,175
454,Green Creek,Pheromone,0,2013,176
455,Green Creek,Pheromone,0,2013,177
456,Green Creek,Pheromone,0,2013,178
457,Green Creek,Pheromone,0,2013,179
458,Green Creek,Pheromone,0,2013,180
459,Green Creek,Pheromone,0,2013,181
460,Green Creek,Pheromone,0,2013,182
461,Green Creek,Pheromone,0,2013,183
462,Green Creek,Pheromone,0,2013,184
463,Green Creek,Pheromone,0,2013,185
464,Green Creek,Pheromone,1,2013,186
465,Green Creek,Pheromone,1,2013,187
466,Green Creek,Pheromone,1,2013,188
467,Green Creek,Pheromone,1,2013,189
468,Green Creek,Pheromone,3,2013,190
469,Green Creek,Pheromone,3,2013,191
470,Green Creek,Pheromone,3,2013,192
471,Green Creek,Pheromone,5,2013,193
472,Green Creek,Pheromone,5,2013,194
473,Green Creek,Pheromone,5,2013,195
474,Green Creek,Pheromone,5,2013,196
475,Green Creek,Pheromone,5,2013,197
476,Green Creek,Pheromone,5,2013,198
477,Green Creek,Pheromone,5,2013,199
478,Green Creek,Pheromone,3,2013,200
479,Green Creek,Pheromone,3,2013,201
480,Green Creek,Pheromone,3,2013,202
481,Green Creek,Pheromone,4,2013,203
482,Green Creek,Pheromone,3,2013,204
483,Green Creek,Pheromone,3,2013,205
484,Green Creek,Pheromone,4,2013,206
485,Green Creek,Pheromone,1,2013,207
486,Green Creek,Pheromone,1,2013,208
487,Green Creek,Pheromone,1,2013,209
488,Green Creek,Pheromone,2,2013,210
489,Green Creek,Pheromone,10,2013,211
490,Green Creek,Pheromone,10,2013,212
491,Green Creek,Pheromone,10,2013,213
492,Green Creek,Pheromone,21,2013,214
493,Green Creek,Pheromone,22,2013,215
494,Green Creek,Pheromone,22,2013,216
495,Green Creek,Pheromone,22,2013,217
496,Green Creek,Pheromone,20,2013,218
497,Green Creek,Pheromone,20,2013,219
498,Green Creek,Pheromone,20,2013,220
499,Green Creek,Pheromone,45,2013,221
500,Green Creek,Pheromone,45,2013,222
501,Green Creek,Pheromone,46,2013,223
502,Green Creek,Pheromone,46,2013,224
503,Green Creek,Pheromone,34,2013,225
504,Green Creek,Pheromone,34,2013,226
505,Green Creek,Pheromone,35,2013,227
506,Green Creek,Pheromone,12,2013,228
507,Green Creek,Pheromone,12,2013,229
508,Green Creek,Pheromone,12,2013,230
509,Green Creek,Pheromone,12,2013,231
510,Green Creek,Pheromone,11,2013,232
511,Green Creek,Pheromone,11,2013,233
512,Green Creek,Pheromone,12,2013,234
513,Green Creek,Pheromone,17,2013,235
514,Green Creek,Pheromone,17,2013,236
515,Green Creek,Pheromone,18,2013,237
516,Green Creek,Pheromone,18,2013,238
517,Green Creek,Pheromone,31,2013,239
518,Green Creek,Pheromone,31,2013,240
519,Green Creek,Pheromone,32,2013,241
520,Green Creek,Pheromone,47,2013,242
521,Green Creek,Pheromone,47,2013,243
522,Green Creek,Pheromone,47,2013,244
523,Green Creek,Pheromone,47,2013,245
524,Green Creek,Pheromone,63,2013,246
525,Green Creek,Pheromone,63,2013,247
526,Green Creek,Pheromone,63,2013,248
527,Green Creek,Pheromone,42,2013,249
528,Green Creek,Pheromone,42,2013,250
529,Green Creek,Pheromone,43,2013,251
530,Green Creek,Pheromone,43,2013,252
531,Green Creek,Pheromone,69,2013,253
532,Green Creek,Pheromone,69,2013,254
533,Green Creek,Pheromone,70,2013,255
534,Green Creek,Pheromone,26,2013,256
535,Green Creek,Pheromone,27,2013,257
536,Green Creek,Pheromone,27,2013,258
537,Green Creek,Pheromone,10,2013,259
538,Green Creek,Pheromone,10,2013,260
539,Green Creek,Pheromone,10,2013,261
540,Green Creek,Pheromone,15,2013,262
541,Green Creek,Pheromone,15,2013,263
542,Green Creek,Pheromone,15,2013,264
543,Green Creek,Pheromone,15,2013,265
544,Green Creek,Pheromone,5,2013,266
545,Green Creek,Pheromone,6,2013,267
546,Green Creek,Pheromone,6,2013,268
547,Green Creek,Pheromone,3,2013,269
548,Green Creek,Pheromone,3,2013,270
549,Green Creek,Pheromone,3,2013,271
550,Green Creek,Pheromone,4,2013,272
551,Green Creek,Pheromone,6,2013,273
552,Green Creek,Pheromone,6,2013,274
553,Green Creek,Pheromone,6,2013,275
554,Eldora,Pheromone,11,2013,163
555,Eldora,Pheromone,12,2013,164
556,Eldora,Pheromone,1,2013,165
557,Eldora,Pheromone,1,2013,166
558,Eldora,Pheromone,2,2013,167
559,Eldora,Pheromone,2,2013,168
560,Eldora,Pheromone,2,2013,169
561,Eldora,Pheromone,3,2013,170
562,Eldora,Pheromone,3,2013,171
563,Eldora,Pheromone,2,2013,172
564,Eldora,Pheromone,2,2013,173
565,Eldora,Pheromone,2,2013,174
566,Eldora,Pheromone,3,2013,175
567,Eldora,Pheromone,0,2013,176
568,Eldora,Pheromone,0,2013,177
569,Eldora,Pheromone,1,2013,178
570,Eldora,Pheromone,1,2013,179
571,Eldora,Pheromone,1,2013,180
572,Eldora,Pheromone,1,2013,181
573,Eldora,Pheromone,1,2013,182
574,Eldora,Pheromone,1,2013,183
575,Eldora,Pheromone,1,2013,184
576,Eldora,Pheromone,2,2013,185
577,Eldora,Pheromone,0,2013,186
578,Eldora,Pheromone,0,2013,187
579,Eldora,Pheromone,0,2013,188
580,Eldora,Pheromone,1,2013,189
581,Eldora,Pheromone,5,2013,190
582,Eldora,Pheromone,5,2013,191
583,Eldora,Pheromone,5,2013,192
584,Eldora,Pheromone,8,2013,193
585,Eldora,Pheromone,8,2013,194
586,Eldora,Pheromone,9,2013,195
587,Eldora,Pheromone,9,2013,196
588,Eldora,Pheromone,3,2013,197
589,Eldora,Pheromone,3,2013,198
590,Eldora,Pheromone,3,2013,199
591,Eldora,Pheromone,2,2013,200
592,Eldora,Pheromone,2,2013,201
593,Eldora,Pheromone,2,2013,202
594,Eldora,Pheromone,3,2013,203
595,Eldora,Pheromone,0,2013,204
596,Eldora,Pheromone,1,2013,205
597,Eldora,Pheromone,1,2013,206
598,Eldora,Pheromone,0,2013,207
599,Eldora,Pheromone,0,2013,208
600,Eldora,Pheromone,0,2013,209
601,Eldora,Pheromone,0,2013,210
602,Eldora,Pheromone,0,2013,211
603,Eldora,Pheromone,0,2013,212
604,Eldora,Pheromone,0,2013,213
605,Eldora,Pheromone,6,2013,214
606,Eldora,Pheromone,6,2013,215
607,Eldora,Pheromone,6,2013,216
608,Eldora,Pheromone,7,2013,217
609,Eldora,Pheromone,17,2013,218
610,Eldora,Pheromone,17,2013,219
611,Eldora,Pheromone,18,2013,220
612,Eldora,Pheromone,15,2013,221
613,Eldora,Pheromone,15,2013,222
614,Eldora,Pheromone,15,2013,223
615,Eldora,Pheromone,15,2013,224
616,Eldora,Pheromone,12,2013,225
617,Eldora,Pheromone,12,2013,226
618,Eldora,Pheromone,12,2013,227
619,Eldora,Pheromone,7,2013,228
620,Eldora,Pheromone,7,2013,229
621,Eldora,Pheromone,8,2013,230
622,Eldora,Pheromone,8,2013,231
623,Eldora,Pheromone,20,2013,232
624,Eldora,Pheromone,20,2013,233
625,Eldora,Pheromone,20,2013,234
626,Eldora,Pheromone,19,2013,235
627,Eldora,Pheromone,19,2013,236
628,Eldora,Pheromone,19,2013,237
629,Eldora,Pheromone,19,2013,238
630,Eldora,Pheromone,16,2013,239
631,Eldora,Pheromone,17,2013,240
632,Eldora,Pheromone,17,2013,241
633,Eldora,Pheromone,20,2013,242
634,Eldora,Pheromone,20,2013,243
635,Eldora,Pheromone,20,2013,244
636,Eldora,Pheromone,20,2013,245
637,Eldora,Pheromone,31,2013,246
638,Eldora,Pheromone,31,2013,247
639,Eldora,Pheromone,31,2013,248
640,Eldora,Pheromone,8,2013,249
641,Eldora,Pheromone,8,2013,250
642,Eldora,Pheromone,9,2013,251
643,Eldora,Pheromone,9,2013,252
644,Eldora,Pheromone,12,2013,253
645,Eldora,Pheromone,12,2013,254
646,Eldora,Pheromone,12,2013,255
647,Eldora,Pheromone,4,2013,256
648,Eldora,Pheromone,5,2013,257
649,Eldora,Pheromone,5,2013,258
650,Eldora,Pheromone,2,2013,259
651,Eldora,Pheromone,2,2013,260
652,Eldora,Pheromone,3,2013,261
653,Eldora,Pheromone,11,2013,262
